"soldPrice","sqftLiving","sqftLand","sqftAbove","sqftBasement","numBedRooms","numBathRooms","numFloors","builtYear","grade","waterFront","condition"
125000,500,7440,500,0,1,1,"1",1928,"1","0","average"
238000,1470,32670,1020,450,3,1,"1",1958,"2","0","average"
425000,1180,3750,1030,150,3,1,"1",1940,"1","0","average"
302000,1600,1950,1600,0,3,1,"2",1906,"2","0","average"
405000,1250,7280,1250,0,3,1,"1",1975,"2","0","average"
414000,800,5000,800,0,2,1,"1",1938,"1","0","average"
413500,770,4000,770,0,2,1,"1",1924,"1","0","excellent"
205000,900,4397,900,0,2,1,"1",1918,"1","0","average"
558000,2180,3870,1020,1160,4,2,"1",1900,"2","0","average"
354000,850,5225,850,0,2,1,"1",1949,"2","0","average"
1195000,4050,9517,3360,690,4,4,"2",1990,"3","0","average"
333000,950,5214,830,120,3,1,"1",1944,"2","0","average"
336000,1060,11765,1060,0,3,2,"1",1951,"1","0","good"
323000,880,1712,880,0,2,1,"2",1945,"2","0","good"
412000,2430,7242,2430,0,4,3,"2",2003,"2","0","average"
420000,1060,6000,1060,0,3,1,"1",1954,"2","0","average"
495000,2950,12196,2310,640,3,2,"2",1918,"2","0","good"
405100,840,3522,840,0,2,1,"1",1947,"1","0","average"
190000,1180,8775,1180,0,3,1,"1",1966,"2","0","average"
330000,950,3090,950,0,2,1,"1",1909,"1","0","good"
260000,750,6720,750,0,2,1,"1",1916,"1","0","average"
319000,750,6380,750,0,2,1,"1",1949,"2","0","average"
280000,1160,10881,920,240,3,1,"1",1983,"2","0","average"
220000,1050,6300,1050,0,3,1,"1",1942,"1","0","average"
310000,1050,9876,1050,0,3,1,"1",1953,"2","0","average"
675000,1010,5973,1010,0,3,2,"1",1942,"1","0","excellent"
154000,1040,20524,1040,0,2,1,"1",1949,"1","0","average"
196900,1270,7500,1270,0,3,1,"1",1954,"1","0","average"
205500,1330,8748,1330,0,3,2,"1",1986,"2","0","average"
745000,2290,5001,1490,800,3,2,"1",1960,"2","0","good"
220000,1400,7140,1400,0,4,2,"1",1969,"2","0","average"
497000,2060,1850,1400,660,3,3,"2",2007,"2","0","average"
937500,1320,8500,1320,0,3,1,"1",1954,"2","0","good"
259000,1390,7120,1390,0,3,2,"1",1988,"2","0","average"
369950,1110,7603,1110,0,3,1,"1",1967,"2","0","average"
227500,1540,9450,1540,0,3,1,"1",1960,"2","0","good"
410000,1410,8088,1410,0,3,2,"1",1987,"2","0","average"
354800,1370,78408,1370,0,3,2,"1",1964,"2","0","excellent"
353000,1678,13862,1678,0,3,2,"1",1994,"2","0","average"
224975,960,12745,960,0,3,1,"1",1977,"1","0","good"
255000,940,9330,940,0,2,1,"1",1941,"1","0","average"
370000,900,4600,900,0,2,1,"1",1951,"1","0","average"
285000,1440,4268,1040,400,3,1,"1",1953,"2","0","average"
404000,4060,35621,2030,2030,4,3,"1",1989,"2","0","average"
339950,800,3090,800,0,2,1,"1",1925,"1","0","good"
215000,1260,7897,1260,0,3,1,"1",1979,"2","0","average"
219000,970,7790,970,0,3,1,"1",1967,"1","0","average"
233000,1350,7686,1350,0,3,2,"1",1989,"2","0","average"
210000,1040,4590,1040,0,2,1,"1",1954,"2","0","average"
719000,1833,1706,1833,0,3,3,"3",1998,"2","0","average"
2048000,4690,8208,3040,1650,5,4,"2",1926,"2","0","average"
175000,1160,6911,1160,0,2,1,"1",1947,"2","0","average"
215000,1540,7575,1040,500,4,2,"1",1978,"2","0","good"
261000,1390,17739,1390,0,4,1,"1",1958,"2","0","average"
250000,1850,7560,1540,310,4,2,"1",1978,"2","0","good"
275000,1910,8050,1000,910,3,2,"1",1980,"2","0","good"
255000,810,5000,590,220,1,1,"1",1936,"2","0","average"
245000,990,4800,990,0,2,1,"1",1908,"1","0","average"
186000,1200,10080,1200,0,3,1,"1",1969,"2","0","good"
549000,2034,13392,1159,875,2,1,"1",1947,"2","1","excellent"
620000,2850,2970,2120,730,4,4,"2",1999,"2","0","average"
620000,2540,11422,1270,1270,5,3,"1",1962,"2","0","average"
832500,1870,9527,1870,0,3,2,"1",1951,"2","0","good"
245000,1010,9678,1010,0,3,1,"1",1955,"2","0","excellent"
653000,3040,5067,3040,0,3,3,"3",1993,"3","0","average"
3e+05,1940,6355,1200,740,5,3,"1",2007,"2","0","average"
225000,900,6099,790,110,3,1,"1",1944,"1","0","average"
452000,980,5000,980,0,2,1,"1",1904,"1","0","average"
278000,1480,6324,1480,0,4,2,"1",1943,"2","0","average"
611000,1270,5100,1100,170,2,1,"1",1900,"2","0","average"
385000,2090,5102,1350,740,4,3,"1",1994,"2","0","average"
210000,1660,7440,1270,390,3,1,"1",1957,"2","0","average"
147200,1420,9600,1420,0,3,1,"1",1954,"1","0","good"
490000,2220,10275,1640,580,3,2,"2",1980,"2","0","average"
650000,1030,5750,1030,0,2,1,"1",1928,"2","0","excellent"
4e+05,1230,11413,990,240,3,2,"1",1984,"2","0","average"
365000,1090,6435,1090,0,3,1,"1",1955,"2","0","good"
430000,3220,8936,2450,770,4,3,"2",1990,"2","0","average"
325000,1600,7500,1600,0,3,1,"1",1966,"2","0","average"
279000,670,6300,670,0,2,1,"1",1942,"1","0","excellent"
425000,620,4455,620,0,2,1,"1",1927,"1","0","average"
455000,2500,7860,1040,1460,5,2,"1",1963,"2","0","average"
226550,990,4440,990,0,3,1,"1",1943,"1","0","average"
453000,1880,5100,1880,0,4,2,"1",1952,"2","0","average"
219950,1300,9620,1300,0,3,1,"1",1971,"2","0","average"
320000,950,5316,950,0,2,1,"1",1948,"2","0","average"
280000,1470,8089,1470,0,3,2,"1",1987,"2","0","average"
195000,1070,7615,1070,0,3,1,"1",1969,"2","0","good"
515000,970,3300,970,0,2,1,"1",1916,"2","0","good"
337000,1590,8779,1590,0,4,2,"1",2001,"2","0","average"
249000,1200,7552,1060,140,4,1,"1",1919,"1","0","average"
350000,3200,35782,2360,840,3,3,"1",1978,"2","0","average"
460000,1760,9055,1760,0,3,2,"2",1985,"2","0","good"
465000,2290,15600,1420,870,3,3,"1",1948,"2","0","average"
250000,1430,7280,990,440,3,2,"1",1980,"2","0","average"
232000,960,8100,810,150,2,1,"1",1936,"1","0","average"
350000,1680,81893,1680,0,3,2,"1",1991,"2","0","average"
475000,1790,2250,840,950,4,2,"1",1909,"2","0","good"
549000,1340,3000,1340,0,3,2,"2",1905,"2","0","excellent"
542000,1930,4500,1930,0,2,2,"1",2003,"2","0","average"
310000,1050,2699,1050,0,2,1,"1",2005,"2","0","average"
235000,1500,8015,1500,0,2,1,"1",1947,"1","0","average"
215000,1150,7560,1150,0,3,1,"1",1958,"1","0","good"
447000,1320,8380,1320,0,2,1,"1",1953,"2","0","average"
370000,2220,5185,2220,0,5,3,"2",2003,"2","0","average"
169000,910,7686,910,0,3,1,"1",1969,"2","0","average"
475000,1270,4268,1270,0,3,1,"1",1921,"2","0","average"
822000,2410,13300,1840,570,3,2,"2",1985,"2","0","average"
270000,1900,8505,1200,700,4,1,"1",1956,"2","0","average"
169000,890,7110,890,0,3,1,"1",1957,"1","0","average"
200500,1280,14972,1280,0,3,2,"1",1963,"2","0","average"
630000,1360,13000,1360,0,3,1,"1",1945,"1","0","excellent"
1160000,2680,15438,2680,0,4,3,"2",1902,"2","0","average"
243500,900,5016,900,0,2,1,"1",1948,"1","0","average"
329000,1850,9126,1850,0,4,2,"1",1963,"2","0","excellent"
190000,670,3101,670,0,2,1,"1",1948,"1","0","good"
710000,1780,9732,1780,0,3,2,"1",1967,"2","0","average"
389000,2080,12972,1250,830,3,2,"1",1981,"2","0","good"
5e+05,2330,7778,1230,1100,4,2,"1",1961,"2","0","average"
195000,1310,9554,960,350,3,1,"1",1962,"2","0","average"
250000,1170,7258,1170,0,3,2,"1",1984,"2","0","average"
162500,760,6141,760,0,2,1,"1",1920,"1","0","average"
239000,1280,8316,1280,0,4,1,"1",1950,"1","0","average"
299000,1520,8320,1520,0,3,1,"1",1953,"1","0","average"
227450,660,6509,660,0,2,1,"1",1952,"1","0","good"
383000,1800,5612,1200,600,3,1,"1",1942,"2","0","good"
532500,820,3000,820,0,2,1,"1",1924,"2","0","good"
438500,1490,3072,770,720,3,2,"1",1912,"2","0","excellent"
199999,960,10815,960,0,3,1,"1",1900,"1","0","excellent"
610000,1000,4959,1000,0,3,1,"1",1945,"2","0","average"
260000,770,7906,770,0,2,1,"1",1948,"1","0","good"
344000,2130,8412,1440,690,5,2,"1",1946,"2","0","average"
205000,1050,8498,1050,0,3,1,"1",1958,"2","0","average"
424240,2080,12094,2080,0,3,2,"2",1982,"2","0","good"
589950,2080,12094,2080,0,3,2,"2",1982,"2","0","good"
658000,1290,12005,1290,0,3,1,"1",1966,"2","0","good"
199990,840,5200,840,0,3,1,"1",1969,"1","0","average"
495000,1570,5510,1070,500,3,1,"1",1940,"2","0","good"
350000,1300,10236,1300,0,3,1,"1",1971,"1","0","good"
469000,1120,4284,730,390,2,1,"1",1921,"1","0","average"
210000,1200,43560,1200,0,4,1,"1",1968,"1","0","average"
303000,1100,27007,1100,0,2,1,"1",1943,"1","0","good"
294950,1240,8840,1240,0,3,1,"1",1952,"1","0","average"
405000,1240,14404,1240,0,3,2,"1",1988,"2","0","average"
99000,960,8236,960,0,2,1,"1",1948,"1","0","average"
375000,1960,7955,1260,700,3,1,"1",1963,"2","0","good"
150000,720,4120,720,0,2,1,"1",1915,"1","0","excellent"
449950,1560,4080,1560,0,3,2,"2",1923,"2","0","average"
478000,1690,8208,1210,480,4,2,"1",1958,"2","0","good"
625000,2160,2192,1170,990,2,1,"1",1925,"2","0","excellent"
559000,1930,5520,1930,0,2,2,"1",2006,"2","0","average"
367500,2980,10064,1680,1300,5,3,"1",1940,"2","0","average"
595000,2980,10064,1680,1300,5,3,"1",1940,"2","0","average"
589000,2360,118483,2360,0,3,2,"1",1981,"2","0","average"
570000,1790,7800,1790,0,4,2,"1",1972,"2","0","excellent"
320000,1190,4120,1190,0,3,1,"1",1929,"1","0","average"
554000,1910,9001,1910,0,3,2,"1",1957,"2","0","good"
404000,1420,8160,970,450,3,1,"1",1947,"2","0","average"
220000,1060,9126,1060,0,3,1,"1",1956,"2","0","excellent"
350000,1620,9205,850,770,2,1,"1",1921,"1","0","excellent"
285000,920,5850,920,0,2,1,"1",1900,"1","0","good"
179000,920,5200,920,0,3,1,"1",1969,"1","0","good"
695000,3290,14134,1870,1420,5,3,"1",2004,"2","0","average"
214000,1580,5080,800,780,3,2,"1",1942,"1","0","good"
935000,2580,4500,1850,730,4,2,"2",1905,"2","0","good"
2e+05,1010,8108,1010,0,3,1,"1",1955,"2","0","average"
250000,2250,7882,1570,680,4,3,"2",1986,"2","0","average"
158000,1090,6090,940,150,3,2,"1",1940,"2","0","average"
294700,1970,9600,1300,670,3,2,"1",1967,"2","0","good"
215000,1470,7000,1470,0,4,2,"1",1967,"2","0","good"
290000,1620,5400,920,700,2,1,"1",1926,"1","0","average"
425000,1150,6835,1010,140,2,1,"1",1922,"2","0","average"
232000,840,6540,840,0,3,1,"1",1970,"1","0","average"
560000,1790,15783,1360,430,2,1,"1",1959,"2","0","good"
342000,1260,6826,720,540,3,1,"1",1944,"1","0","average"
340000,670,23522,670,0,3,1,"1",1968,"1","0","good"
805000,2240,18265,2240,0,5,3,"2",1963,"2","0","good"
250000,990,8062,990,0,3,1,"1",1960,"2","0","good"
290000,1200,8750,1200,0,2,1,"1",1948,"1","0","average"
2850000,5040,17208,2870,2170,4,4,"1",1976,"3","0","excellent"
259950,1460,5825,1260,200,3,1,"1",1942,"1","0","excellent"
299950,1580,5250,1580,0,3,1,"1",1954,"2","0","excellent"
785000,3370,100681,1920,1450,4,3,"1",1977,"2","0","excellent"
347000,1270,8400,1270,0,3,1,"1",1955,"2","0","average"
257500,2060,6400,1170,890,4,2,"1",1977,"2","0","average"
450000,1100,4600,1100,0,3,1,"1",1917,"2","0","average"
410000,1140,7208,900,240,4,1,"1",1970,"2","0","average"
372500,2480,10090,1300,1180,5,3,"1",2004,"2","0","average"
325000,1050,9083,1050,0,3,1,"1",1951,"2","0","average"
280000,1260,7660,1260,0,3,1,"1",1947,"1","0","average"
258000,1680,19978,880,800,3,2,"1",1948,"1","0","average"
111300,1060,6000,1060,0,2,1,"1",1908,"1","0","good"
130000,790,7500,790,0,2,1,"1",1951,"2","0","average"
304000,1810,8750,1110,700,4,2,"1",1967,"2","0","average"
365000,1390,8336,910,480,2,1,"1",1946,"1","0","good"
1086000,2830,6041,1840,990,3,3,"2",1915,"2","0","average"
322500,1160,9750,1160,0,3,1,"1",1968,"2","0","average"
140000,1000,10560,1000,0,3,1,"1",1955,"2","0","average"
355000,1870,3497,1200,670,4,2,"1",1954,"2","0","average"
309000,1300,7200,1300,0,3,1,"1",1952,"2","0","good"
285000,1160,7875,1160,0,3,1,"1",1953,"2","0","average"
119500,1170,11000,1170,0,3,1,"1",1980,"1","0","average"
805000,3350,23781,2020,1330,4,3,"1",1979,"2","0","good"
525000,1540,3740,770,770,4,2,"1",1946,"2","0","good"
260000,1030,7260,1030,0,3,2,"1",1947,"1","0","average"
385500,1540,7947,1120,420,3,2,"1",1961,"2","0","average"
227000,1280,7198,1280,0,3,1,"1",1916,"1","0","excellent"
578888,1060,4000,1000,60,2,2,"1",1914,"2","0","average"
539950,1670,3507,1670,0,2,2,"1",2007,"2","0","average"
406430,1380,15426,1380,0,3,2,"1",1968,"2","0","good"
258000,1390,7200,1390,0,3,2,"1",1996,"2","0","average"
472000,2200,21890,1200,1000,3,2,"1",1961,"2","0","average"
370000,850,6213,750,100,2,1,"1",1916,"1","0","average"
142500,690,6825,690,0,1,1,"1",1917,"1","0","good"
362000,1810,3000,1810,0,5,3,"2",1998,"2","0","average"
181000,1310,4000,950,360,2,1,"1",1942,"2","0","average"
241500,1400,10425,1400,0,3,1,"1",1968,"2","0","good"
227500,1150,8848,1150,0,3,1,"1",1968,"2","0","average"
5e+05,2450,4668,2450,0,4,3,"2",2004,"2","0","average"
422000,1160,7854,1160,0,3,1,"1",1960,"2","0","average"
365000,1440,15000,1440,0,2,2,"1",1985,"2","0","average"
275053,1060,6504,1060,0,2,1,"1",1950,"1","0","average"
510000,820,4206,820,0,2,1,"1",1949,"1","0","average"
489950,820,4206,820,0,2,1,"1",1949,"1","0","average"
255000,1500,8775,1390,110,3,2,"1",1943,"1","0","average"
270000,1130,7920,1130,0,3,1,"1",1961,"2","0","average"
265000,1690,9516,1690,0,3,2,"1",1997,"2","0","average"
487000,1440,4046,960,480,2,1,"1",1946,"2","0","average"
335000,950,8000,950,0,3,1,"1",1968,"2","0","average"
318000,1010,7200,1010,0,3,1,"1",1948,"1","0","excellent"
510000,1420,11325,1420,0,3,2,"1",1980,"2","0","average"
110000,760,4746,760,0,2,1,"1",1930,"1","0","average"
235000,880,5600,880,0,2,1,"1",1955,"2","0","excellent"
320000,950,4000,950,0,2,1,"1",1910,"1","0","average"
1e+05,1120,2685,860,260,4,1,"1",1939,"1","0","average"
980000,3460,5400,2830,630,5,4,"2",2012,"3","0","average"
720000,1580,2199,1580,0,2,1,"2",1921,"2","0","average"
619950,1520,5400,920,600,2,1,"1",1951,"2","0","average"
415000,1800,2970,1000,800,4,2,"1",1923,"2","0","good"
352500,1000,4171,1000,0,3,1,"1",1985,"2","0","average"
258750,2300,8400,1150,1150,4,2,"1",1962,"1","0","good"
350000,1080,7000,1080,0,3,1,"1",1916,"1","0","good"
152000,902,10464,902,0,3,1,"1",1965,"2","0","average"
378500,730,7528,730,0,2,1,"1",1946,"2","0","average"
895000,2876,13927,1970,906,5,3,"1",1973,"2","0","good"
315000,2020,7767,2020,0,4,2,"1",1995,"2","0","average"
329000,900,9600,900,0,3,1,"1",1970,"2","0","good"
335000,1210,9926,1210,0,3,2,"1",1954,"2","0","good"
203000,920,7500,920,0,3,1,"1",1970,"2","0","good"
248000,700,8301,700,0,2,1,"1",1953,"1","0","average"
241400,1420,9828,1420,0,3,2,"1",1990,"2","0","good"
559000,1660,4500,1660,0,2,2,"1",2003,"2","0","average"
395000,1590,10229,1590,0,3,2,"1",1966,"2","0","average"
380000,1370,5756,1370,0,2,2,"1",1986,"2","0","average"
565000,2110,4000,1110,1000,3,3,"1",1965,"2","0","good"
405000,1660,8174,830,830,3,2,"1",1981,"2","0","average"
555000,3760,188760,2640,1120,3,3,"1",1979,"3","0","good"
96500,840,12091,840,0,3,1,"1",1959,"1","0","average"
185000,840,12091,840,0,3,1,"1",1959,"1","0","average"
250000,950,11835,950,0,2,1,"1",1932,"1","0","average"
325000,1120,6236,1120,0,2,1,"1",1954,"1","0","good"
235000,910,7617,910,0,2,1,"1",1936,"1","0","average"
365000,910,7617,910,0,2,1,"1",1936,"1","0","average"
705000,3150,9318,3150,0,4,3,"2",2001,"2","0","average"
375000,1620,4600,1620,0,4,2,"2",1909,"2","0","average"
310000,2900,11970,2900,0,5,2,"2",1969,"2","0","good"
265000,1600,10160,1600,0,4,2,"1",1972,"2","0","good"
625700,2570,159865,2570,0,3,2,"1",1968,"2","0","excellent"
739375,2640,3200,2140,500,5,3,"2",1906,"2","0","good"
452000,1340,8100,1340,0,2,1,"1",1950,"2","0","average"
810000,1760,16928,1760,0,3,2,"1",1953,"2","0","average"
730001,1840,4750,1010,830,3,2,"1",1951,"2","0","excellent"
350000,1180,7455,1180,0,3,1,"1",1964,"2","0","good"
216500,1060,5200,1060,0,2,1,"1",1969,"1","0","average"
153000,1140,10152,760,380,2,1,"1",1942,"1","0","average"
653000,2680,8429,1880,800,3,2,"1",1950,"2","0","good"
207000,1130,8160,1130,0,2,1,"1",1952,"1","0","good"
540000,1120,7500,1120,0,2,1,"1",1971,"2","0","good"
1697000,2600,6600,1930,670,3,2,"2",1970,"3","0","average"
759000,2260,7200,1130,1130,3,2,"1",1941,"2","0","average"
278000,1230,7789,1230,0,3,2,"1",1994,"2","0","average"
254000,1510,4235,1510,0,4,2,"1",1955,"2","0","average"
9e+05,3810,217800,3810,0,4,3,"2",2003,"2","0","average"
560000,1300,6000,1300,0,3,2,"1",1943,"2","0","excellent"
2e+05,700,4700,700,0,2,1,"1",1953,"1","0","excellent"
172000,970,4700,720,250,3,1,"1",1943,"1","0","good"
219900,910,6000,910,0,3,1,"1",1956,"1","0","average"
641200,1060,9123,1060,0,3,1,"1",1952,"2","0","average"
295000,750,4500,750,0,2,1,"1",1945,"1","0","average"
370000,800,2296,800,0,3,1,"1",1908,"1","0","good"
89000,900,4750,900,0,3,1,"1",1969,"1","0","good"
345000,1140,4200,1140,0,3,1,"2",1904,"2","0","good"
399000,700,3400,700,0,2,1,"1",1946,"1","0","average"
449950,1880,3048,1880,0,3,2,"2",1902,"2","0","good"
241000,880,6050,880,0,3,1,"1",1945,"1","0","average"
3418800,5450,20412,5450,0,5,5,"2",2014,"3","0","average"
2e+05,1010,7200,1010,0,2,1,"1",1956,"1","0","average"
230000,680,2400,680,0,3,1,"1",1903,"1","0","good"
314200,610,6000,610,0,1,1,"1",1918,"1","0","good"
535000,1390,5346,960,430,2,1,"1",1908,"2","0","excellent"
483500,1200,2016,600,600,3,2,"1",1931,"2","0","good"
234900,1250,8000,1250,0,3,1,"1",1956,"2","0","average"
416500,2280,39848,2280,0,4,2,"2",1991,"2","0","good"
489000,3700,10375,3700,0,3,3,"2",1982,"2","0","average"
925000,2560,3600,2110,450,3,3,"2",1994,"3","0","average"
785000,1600,9638,1600,0,3,2,"1",1952,"2","0","excellent"
170000,860,8636,860,0,2,1,"1",1924,"1","0","average"
230000,1140,9639,1140,0,3,1,"1",1967,"2","0","good"
855000,3090,35074,3090,0,4,3,"2",1978,"2","0","average"
235000,1330,45738,1330,0,3,1,"2",1967,"1","0","average"
335000,1360,69260,1360,0,2,1,"1",1937,"1","0","good"
1195000,3420,18129,2540,880,5,3,"2",1952,"2","0","average"
575000,1800,5000,1600,200,3,2,"2",1925,"2","0","excellent"
450000,1120,4590,1120,0,2,1,"1",1924,"2","0","average"
377500,840,4500,840,0,2,1,"1",1939,"1","0","average"
261000,1780,7800,1060,720,3,1,"1",1957,"2","0","average"
440000,1090,4128,1090,0,2,1,"1",1948,"2","0","average"
554000,820,3700,820,0,2,1,"1",1968,"2","0","excellent"
225000,1010,15701,1010,0,3,1,"1",1949,"2","0","good"
204995,970,8185,970,0,2,1,"1",1904,"1","0","excellent"
376000,1540,1827,1540,0,3,2,"2",2005,"2","0","average"
620000,990,4332,990,0,2,1,"1",1909,"2","0","average"
1110000,4160,31796,4160,0,3,4,"2",1989,"3","0","average"
490000,2070,10023,1220,850,3,2,"1",1981,"2","0","average"
425000,1440,6677,870,570,2,2,"1",1952,"2","0","average"
724800,2050,3933,1180,870,3,2,"1",1926,"2","0","average"
295000,800,6500,800,0,2,1,"1",1953,"1","0","good"
354000,990,7590,990,0,3,1,"1",1959,"1","0","average"
241000,1470,3128,1470,0,2,2,"2",2005,"1","0","average"
286000,610,4000,610,0,2,1,"1",1918,"1","0","good"
4e+05,3000,17800,1500,1500,3,2,"1",1962,"2","0","average"
255000,920,43560,920,0,2,1,"1",1923,"1","0","good"
599000,3410,15143,3410,0,4,2,"2",1972,"2","0","good"
461000,1060,7193,1060,0,2,1,"1",1926,"2","0","average"
435000,1610,6911,1260,350,3,2,"1",1988,"2","0","average"
3e+05,970,12300,970,0,3,1,"1",1982,"2","0","average"
340000,1450,9586,1450,0,3,1,"2",1950,"2","0","average"
455000,1870,13970,1120,750,5,2,"1",1969,"2","0","good"
176000,920,2332,920,0,2,1,"1",1980,"2","0","good"
249900,1140,5500,1140,0,2,1,"1",1947,"1","0","average"
272000,1780,19843,1780,0,4,2,"1",1963,"2","0","average"
263500,750,4515,750,0,2,1,"1",1942,"1","0","average"
3e+05,1490,7200,1490,0,3,1,"1",1954,"2","0","average"
5e+05,1700,8640,850,850,4,2,"1",1955,"2","0","average"
680000,1450,989,1450,0,2,2,"3",2014,"2","0","average"
330000,1750,5202,1070,680,4,2,"1",1942,"1","0","good"
2385000,6330,13296,4900,1430,4,4,"2",2000,"4","0","average"
230000,1260,10200,1020,240,2,2,"1",1983,"2","0","average"
245000,1830,10416,1370,460,4,2,"1",1958,"2","0","average"
510000,1310,4000,1310,0,2,1,"1",1913,"1","0","average"
312000,1460,6000,1260,200,2,1,"1",1925,"2","0","average"
730000,3460,13129,2560,900,3,3,"2",1988,"2","0","average"
270000,1480,7374,760,720,3,1,"1",1954,"1","0","average"
4e+05,1420,9301,1420,0,4,2,"1",1963,"2","0","good"
248000,950,9400,950,0,3,1,"1",1954,"2","0","good"
240000,870,8400,870,0,2,1,"1",1960,"2","0","average"
228000,1000,16376,1000,0,3,1,"1",1959,"2","0","average"
175000,670,2378,670,0,2,1,"1",1919,"1","0","average"
519000,1560,4823,1560,0,2,2,"1",2004,"2","0","average"
330000,860,4800,860,0,1,1,"1",1907,"1","0","average"
657500,2320,10960,1510,810,3,2,"1",1956,"2","0","average"
229900,1010,8848,1010,0,3,1,"1",1968,"2","0","good"
440000,1160,64469,1160,0,1,1,"1",2009,"2","0","average"
361500,840,3860,840,0,2,1,"1",1909,"1","0","good"
1240000,2830,7500,2460,370,5,3,"2",1923,"2","0","average"
154950,1600,10183,1600,0,4,1,"1",1966,"1","0","good"
185000,720,5000,720,0,1,1,"1",1908,"1","0","good"
420550,1370,8100,1370,0,4,2,"1",1947,"2","0","average"
650000,1840,3075,920,920,3,2,"1",1928,"2","0","excellent"
589950,2790,19439,1500,1290,5,3,"1",1973,"2","0","excellent"
517500,1190,7000,1190,0,3,1,"1",1943,"2","0","average"
425000,1300,11080,1300,0,2,1,"1",1955,"2","0","good"
259000,1210,17389,1210,0,2,1,"1",1948,"1","0","good"
260000,1630,8018,1630,0,3,2,"1",2003,"2","0","average"
273000,1384,1822,1384,0,2,2,"2",1990,"2","0","average"
510500,1270,8000,1270,0,3,1,"1",1957,"2","0","good"
3e+05,820,3844,820,0,2,1,"1",1916,"1","0","good"
407450,1810,10860,1810,0,3,2,"1",1967,"2","0","average"
460000,1960,190357,1960,0,4,2,"1",1971,"2","0","average"
650000,920,6750,920,0,3,1,"1",1951,"2","0","good"
197000,1090,17630,1090,0,3,1,"1",1962,"2","0","good"
560000,1840,14985,1840,0,3,2,"1",1968,"2","0","average"
287000,930,6900,930,0,2,1,"1",1952,"2","0","average"
499922,1460,3000,940,520,3,2,"1",1990,"2","0","good"
346000,1070,2196,880,190,2,1,"1",1917,"2","0","good"
450000,1680,4886,1180,500,3,2,"2",1940,"2","0","average"
1695000,3320,5354,3320,0,5,3,"2",2004,"2","0","average"
275000,840,4000,840,0,2,1,"1",1942,"1","0","average"
560000,4120,60392,3180,940,3,3,"2",1994,"2","0","average"
287000,1340,8190,1340,0,4,2,"1",1942,"2","0","good"
337500,1300,6731,1300,0,2,1,"1",1950,"2","0","average"
299950,890,5200,890,0,2,1,"1",1941,"1","0","good"
1028000,2800,5800,1580,1220,3,3,"1",1953,"2","0","average"
335000,1380,7470,1380,0,3,1,"1",1965,"2","0","excellent"
219950,1210,8000,1210,0,3,1,"1",1954,"1","0","average"
215000,1280,6994,1280,0,3,2,"1",1991,"2","0","average"
535000,1580,6300,1180,400,3,1,"1",1925,"2","0","average"
253000,1910,7826,1140,770,4,2,"1",1973,"2","0","good"
289950,1670,7757,1670,0,3,2,"1",1992,"2","0","average"
3e+05,1290,2482,1290,0,2,1,"2",2008,"2","0","average"
2e+05,1170,10051,1170,0,3,2,"1",1957,"2","0","good"
280000,880,5750,880,0,2,1,"1",1939,"1","0","average"
1050000,1330,9729,1330,0,4,1,"1",1952,"1","0","average"
4e+05,1180,10800,1180,0,2,1,"1",1984,"2","0","average"
332500,1440,4855,1440,0,4,2,"2",1972,"2","0","good"
394475,830,4000,830,0,2,1,"1",1955,"1","0","average"
175000,1280,7572,1280,0,3,1,"1",1958,"1","0","good"
248000,1260,6000,1260,0,3,1,"1",1954,"1","0","good"
241000,1150,10000,1000,150,3,1,"1",1951,"1","0","average"
270000,1040,5700,1040,0,2,1,"1",1922,"1","0","average"
390000,2400,9537,1210,1190,5,2,"1",1959,"2","0","excellent"
490000,2330,3497,1920,410,4,3,"2",2003,"2","0","average"
248000,1180,6947,1180,0,3,1,"1",1968,"2","0","good"
313000,1180,4900,1180,0,2,1,"1",1954,"1","0","excellent"
367500,3110,7231,3110,0,4,3,"2",1997,"2","0","average"
250000,2130,8400,1350,780,4,2,"1",1962,"2","0","average"
212700,940,5040,940,0,2,1,"1",1926,"2","0","average"
397500,1030,10480,1030,0,3,1,"1",1954,"2","0","good"
260000,700,4800,700,0,2,1,"1",1922,"2","0","average"
430000,700,4800,700,0,2,1,"1",1922,"2","0","average"
440000,1650,6408,1650,0,3,2,"2",1977,"2","0","good"
270000,1350,6696,680,670,3,2,"1",1944,"1","0","excellent"
380000,1470,1656,1310,160,3,2,"2",2003,"2","0","average"
299900,810,6150,810,0,2,1,"1",1950,"2","0","average"
582500,1540,6804,1020,520,2,2,"1",1942,"2","0","excellent"
263300,900,4500,900,0,2,1,"1",1951,"2","0","average"
215000,860,6635,860,0,3,1,"1",1952,"1","0","average"
870000,3610,12811,3610,0,4,4,"2",2000,"3","0","average"
280000,2280,37500,2280,0,2,1,"2",1932,"2","0","average"
356000,940,2366,940,0,3,1,"1",1916,"1","0","average"
170000,870,6537,870,0,2,1,"1",1948,"1","0","average"
178000,840,6500,840,0,3,1,"1",1969,"1","0","excellent"
144000,1250,8314,1250,0,3,1,"1",1958,"1","0","average"
258000,750,7000,750,0,2,1,"1",1932,"1","0","average"
473000,940,4000,720,220,2,1,"1",1942,"1","0","average"
470000,1460,8227,880,580,3,1,"1",1948,"1","0","average"
695000,2560,6800,1380,1180,3,2,"1",1952,"2","0","good"
211000,1060,7412,1060,0,3,2,"1",1987,"2","0","average"
